Date,Week,TransType,Player,Position,Team,From,To,By,TransCosts
2020-10-30 13:09:00,8,Lineup,Allen Robinson,WR,CHI,WR,BN,Matt,
2020-10-30 13:09:00,8,Lineup,Scott Miller,WR,TB,BN,WR,Matt,
2020-10-30 13:41:00,8,Drop,La'Mical Perine,RB,NYJ,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-10-30 13:41:00,8,Add,Alexander Mattison,RB,MIN,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-10-30 14:39:00,8,Lineup,Chris Godwin,WR,TB,WR,BN,Lucas via Mobile Device,
2020-10-30 14:39:00,8,Lineup,Randy Bullock,K,CIN,K,BN,Lucas via Mobile Device,
2020-10-30 14:39:00,8,Lineup,Justin Tucker,K,BAL,BN,K,Lucas via Mobile Device,
2020-10-30 14:39:00,8,Lineup,Michael Gallup,WR,DAL,BN,R/W/T,Lucas via Mobile Device,
2020-10-30 14:39:00,8,Lineup,John Brown,WR,BUF,R/W/T,WR,Lucas via Mobile Device,
2020-10-30 22:24:00,8,Lineup,Clyde Edwards-Helaire,RB,KC,RB,BN,Matt,
2020-10-30 22:24:00,8,Lineup,Jamaal Williams,RB,GB,BN,RB,Matt,
2020-10-30 22:24:00,8,Lineup,Le'Veon Bell,RB,KC,RB,R/W/T,Matt,
2020-10-30 22:24:00,8,Lineup,Giovani Bernard,RB,CIN,R/W/T,RB,Matt,
2020-10-30 22:33:00,8,Lineup,Denzel Mims,WR,NYJ,BN,WR,Matt,
2020-10-30 22:33:00,8,Drop,Scott Miller,WR,TB,Do it for George,Waivers,Matt,
2020-10-30 22:33:00,8,Add,Denzel Mims,WR,NYJ,Free Agents,Do it for George,Matt,
2020-10-30 22:39:00,8,Drop,Denzel Mims,WR,NYJ,Do it for George,Waivers,Matt,
2020-10-30 22:39:00,8,Add,Jalen Reagor,WR,PHI,Free Agents,Do it for George,Matt,
2020-10-30 22:54:00,8,Lineup,Allen Robinson,WR,CHI,BN,WR,Matt via Mobile Device,
2020-11-01 00:14:00,8,Trade,Clyde Edwards-Helaire,RB,KC,Do it for George,The Wet Market Pangolins,Jake,
2020-11-01 00:14:00,8,Trade,A.J. Brown,WR,TEN,The Wet Market Pangolins,Do it for George,Jake,
2020-11-01 06:24:00,8,Lineup,A.J. Brown,WR,TEN,BN,WR,Matt,
2020-11-01 06:24:00,8,Lineup,Marquise Brown,WR,BAL,WR,BN,Matt,
2020-11-01 07:33:00,8,Lineup,Clyde Edwards-Helaire,RB,KC,BN,R/W/T,Jake via Mobile Device,
2020-11-01 07:34:00,8,Lineup,New England Patriots DEF,DEF,NE,DEF,BN,Jake via Mobile Device,
2020-11-01 07:34:00,8,Lineup,Los Angeles Chargers DEF,DEF,LAC,BN,DEF,Jake via Mobile Device,
2020-11-01 08:18:00,8,Add,Rashard Higgins,WR,CLE,Free Agents,Triple Crown,Nolan via Mobile Device,
2020-11-01 08:18:00,8,Drop,Eric Ebron,TE,PIT,Triple Crown,Waivers,Nolan via Mobile Device,
2020-11-01 08:18:00,8,Lineup,Nelson Agholor,WR,LV,BN,WR,Nolan via Mobile Device,
2020-11-01 08:52:00,8,Lineup,Nelson Agholor,WR,LV,WR,BN,Nolan via Mobile Device,
2020-11-01 08:52:00,8,Lineup,Rashard Higgins,WR,CLE,BN,WR,Nolan via Mobile Device,
2020-11-01 09:42:00,8,Lineup,Leonard Fournette,RB,TB,BN,RB,Graham via Mobile Device,
2020-11-01 09:42:00,8,Lineup,Carlos Hyde,RB,SEA,RB,BN,Graham via Mobile Device,
2020-11-01 15:56:00,8,Add,Evan Engram,TE,NYG,Free Agents,Do it for George,Matt via Mobile Device,
2020-11-01 15:56:00,8,Drop,Jalen Reagor,WR,PHI,Do it for George,Waivers,Matt via Mobile Device,
2020-11-03 04:44:00,9,Lineup,Adrian Peterson,RB,DET,RB,BN,Lucas via Mobile Device,
2020-11-03 04:44:00,9,Lineup,John Brown,WR,BUF,WR,BN,Lucas via Mobile Device,
2020-11-03 04:44:00,9,Lineup,Christian Kirk,WR,ARI,BN,WR,Lucas via Mobile Device,
2020-11-03 04:44:00,9,Lineup,Christian McCaffrey,RB,CAR,BN,RB,Lucas via Mobile Device,
2020-11-03 06:05:00,9,Lineup,Tee Higgins,WR,CIN,R/W/T,BN,Liam via Mobile Device,
2020-11-03 06:05:00,9,Lineup,Laviska Shenault Jr.,WR,JAX,BN,R/W/T,Liam via Mobile Device,
2020-11-03 06:05:00,9,Lineup,Jerry Jeudy,WR,DEN,BN,WR,Liam via Mobile Device,
2020-11-03 06:05:00,9,Lineup,Corey Davis,WR,TEN,BN,WR,Liam via Mobile Device,
2020-11-03 06:05:00,9,Lineup,Cooper Kupp,WR,LA,WR,BN,Liam via Mobile Device,
2020-11-03 06:05:00,9,Lineup,Jarvis Landry,WR,CLE,WR,BN,Liam via Mobile Device,
2020-11-03 06:42:00,9,Lineup,CeeDee Lamb,WR,DAL,WR,BN,Kevin via Mobile Device,
2020-11-03 06:42:00,9,Lineup,Terry McLaurin,WR,WAS,BN,WR,Kevin via Mobile Device,
2020-11-03 06:42:00,9,Lineup,DeAndre Hopkins,WR,ARI,BN,WR,Kevin via Mobile Device,
2020-11-03 06:42:00,9,Lineup,A.J. Green,WR,CIN,WR,BN,Kevin via Mobile Device,
2020-11-03 07:09:00,9,Lineup,Giovani Bernard,RB,CIN,RB,BN,Matt via Mobile Device,
2020-11-03 07:09:00,9,Lineup,J.K. Dobbins,RB,BAL,BN,RB,Matt via Mobile Device,
2020-11-03 07:10:00,9,Lineup,Evan Engram,TE,NYG,BN,TE,Matt via Mobile Device,
2020-11-03 07:10:00,9,Lineup,Jamaal Williams,RB,GB,R/W/T,BN,Matt via Mobile Device,
2020-11-03 07:10:00,9,Lineup,Brandin Cooks,WR,HOU,BN,R/W/T,Matt via Mobile Device,
2020-11-03 07:10:00,9,Lineup,Le'Veon Bell,RB,KC,R/W/T,RB,Matt via Mobile Device,
2020-11-03 07:10:00,9,Lineup,Jamaal Williams,RB,GB,RB,R/W/T,Matt via Mobile Device,
2020-11-03 07:10:00,9,Lineup,George Kittle,TE,SF,TE,BN,Matt via Mobile Device,
2020-11-03 11:48:00,9,Lineup,Brandin Cooks,WR,HOU,R/W/T,BN,Matt,
2020-11-03 11:48:00,9,Lineup,Jamaal Williams,RB,GB,BN,RES,Matt,
2020-11-03 11:48:00,9,Lineup,Antonio Brown,WR,TB,RES,R/W/T,Matt,
2020-11-03 12:21:00,9,Lineup,Antonio Gibson,RB,WAS,BN,R/W/T,Sam via Mobile Device,
2020-11-03 12:21:00,9,Lineup,Robert Woods,WR,LA,WR,BN,Sam via Mobile Device,
2020-11-03 12:21:00,9,Lineup,Joe Burrow,QB,CIN,QB,BN,Sam via Mobile Device,
2020-11-03 12:21:00,9,Lineup,Kyler Murray,QB,ARI,BN,QB,Sam via Mobile Device,
2020-11-03 12:21:00,9,Lineup,DeVante Parker,WR,MIA,R/W/T,WR,Sam via Mobile Device,
2020-11-03 12:21:00,9,Lineup,Kenny Golladay,WR,DET,R/W/T,BN,Sam via Mobile Device,
2020-11-03 12:21:00,9,Lineup,Jamison Crowder,WR,NYJ,BN,WR,Sam via Mobile Device,
2020-11-03 12:21:00,9,Lineup,Kenny Golladay,WR,DET,WR,R/W/T,Sam via Mobile Device,
2020-11-03 12:41:00,9,Lineup,D'Andre Swift,RB,DET,RB,BN,Sam via Mobile Device,
2020-11-03 12:41:00,9,Lineup,James Robinson,RB,JAX,BN,RB,Sam via Mobile Device,
2020-11-03 13:15:00,9,Lineup,Jamaal Williams,RB,GB,RES,R/W/T,Matt,
2020-11-03 13:15:00,9,Lineup,Antonio Brown,WR,TB,R/W/T,RES,Matt,
2020-11-03 13:40:00,9,Lineup,Jamaal Williams,RB,GB,R/W/T,BN,Matt,
2020-11-03 13:40:00,9,Lineup,George Kittle,TE,SF,BN,RES,Matt,
2020-11-03 13:40:00,9,Lineup,Antonio Brown,WR,TB,RES,R/W/T,Matt,
2020-11-03 17:28:00,9,Lineup,Calvin Ridley,WR,ATL,WR,BN,Graham,
2020-11-03 17:28:00,9,Lineup,Chase Edmonds,RB,ARI,BN,RB,Graham,
2020-11-03 17:28:00,9,Lineup,Diontae Johnson,WR,PIT,BN,WR,Graham,
2020-11-03 17:28:00,9,Lineup,Jonathan Taylor,RB,IND,RB,BN,Graham,
2020-11-03 23:12:00,9,Lineup,Clyde Edwards-Helaire,RB,KC,R/W/T,RB,Jake,
2020-11-03 23:12:00,9,Lineup,Derek Carr,QB,LV,QB,BN,Jake,
2020-11-03 23:12:00,9,Lineup,Mike Davis,RB,CAR,RB,R/W/T,Jake,
2020-11-03 23:12:00,9,Lineup,Kareem Hunt,RB,CLE,RB,BN,Jake,
2020-11-03 23:12:00,9,Lineup,Deshaun Watson,QB,HOU,BN,QB,Jake,
2020-11-03 23:12:00,9,Lineup,Aaron Jones,RB,GB,BN,RB,Jake,
2020-11-03 23:12:00,9,Lineup,Los Angeles Chargers DEF,DEF,LAC,DEF,BN,Jake,
2020-11-03 23:12:00,9,Lineup,New England Patriots DEF,DEF,NE,BN,DEF,Jake,
2020-11-04 00:28:00,9,Add,Green Bay Packers DEF,DEF,GB,Waivers,Fantasy Football Team,Liam,1 pts
2020-11-04 00:28:00,9,Drop,Los Angeles Rams DEF,DEF,LAR,Eatin W's,Waivers,Graham,
2020-11-04 00:28:00,9,Add,Washington Football Team DEF,DEF,WAS,Waivers,Eatin W's,Graham,4 pts
2020-11-04 00:28:00,9,Drop,Alexander Mattison,RB,MIN,Gronk's New Groove,Waivers,Sam,
2020-11-04 00:28:00,9,Drop,Carlos Hyde,RB,SEA,Eatin W's,Waivers,Graham,
2020-11-04 00:28:00,9,Add,Justin Jackson,RB,LAC,Waivers,Eatin W's,Graham,30 pts
2020-11-04 00:28:00,9,Drop,Buffalo Bills DEF,DEF,BUF,Fantasy Football Team,Waivers,Liam,
2020-11-04 00:28:00,9,Add,Curtis Samuel,WR,CAR,Waivers,Gronk's New Groove,Sam,9 pts
2020-11-04 00:28:00,9,Add,JaMycal Hasty,RB,SF,Waivers,Gronk's New Groove,Sam,7 pts
2020-11-04 00:28:00,9,Add,Arizona Cardinals DEF,DEF,ARI,Waivers,Gronk's New Groove,Sam,0 pts
2020-11-04 00:28:00,9,Drop,Robbie Gould,K,SF,Gronk's New Groove,Waivers,Sam,
2020-11-04 00:28:00,9,Add,Mike Williams,WR,LAC,Waivers,ganggreen215,Kevin,4 pts
2020-11-04 00:28:00,9,Drop,Cole Beasley,WR,BUF,ganggreen215,Waivers,Kevin,
2020-11-04 00:28:00,9,Add,Matt Breida,RB,MIA,Waivers,Eatin W's,Graham,4 pts
2020-11-04 00:28:00,9,Drop,Devonta Freeman,RB,NYG,Eatin W's,Waivers,Graham,
2020-11-04 00:28:00,9,Add,Mecole Hardman,WR,KC,Waivers,Gronk's New Groove,Sam,3 pts
2020-11-04 00:28:00,9,Drop,Joe Burrow,QB,CIN,Gronk's New Groove,Waivers,Sam,
2020-11-04 00:28:00,9,Add,Zane Gonzalez,K,ARI,Waivers,Gronk's New Groove,Sam,0 pts
2020-11-04 00:28:00,9,Drop,Deebo Samuel,WR,SF,Gronk's New Groove,Waivers,Sam,
2020-11-04 00:28:00,9,Drop,Philadelphia Eagles DEF,DEF,PHI,Gronk's New Groove,Waivers,Sam,
2020-11-04 00:54:00,9,Lineup,Arizona Cardinals DEF,DEF,ARI,BN,DEF,Sam via Mobile Device,
2020-11-04 00:54:00,9,Lineup,Zane Gonzalez,K,ARI,BN,K,Sam via Mobile Device,
2020-11-04 00:55:00,9,Lineup,DeVante Parker,WR,MIA,WR,BN,Sam via Mobile Device,
2020-11-04 00:55:00,9,Lineup,Mecole Hardman,WR,KC,BN,WR,Sam via Mobile Device,
2020-11-04 00:55:00,9,Lineup,Curtis Samuel,WR,CAR,WR,BN,Sam via Mobile Device,
2020-11-04 00:55:00,9,Lineup,Curtis Samuel,WR,CAR,BN,WR,Sam via Mobile Device,
2020-11-04 00:55:00,9,Lineup,Jamison Crowder,WR,NYJ,WR,BN,Sam via Mobile Device,
2020-11-04 00:55:00,9,Lineup,Curtis Samuel,WR,CAR,BN,WR,Sam via Mobile Device,
2020-11-04 03:21:00,9,Lineup,D'Andre Swift,RB,DET,BN,R/W/T,Sam via Mobile Device,
2020-11-04 03:21:00,9,Lineup,Antonio Gibson,RB,WAS,R/W/T,BN,Sam via Mobile Device,
2020-11-04 03:22:00,9,Lineup,D'Andre Swift,RB,DET,R/W/T,BN,Sam via Mobile Device,
2020-11-04 03:22:00,9,Lineup,JaMycal Hasty,RB,SF,BN,R/W/T,Sam via Mobile Device,
2020-11-04 05:10:00,9,Lineup,Washington Football Team DEF,DEF,WAS,BN,DEF,Graham,
2020-11-04 05:10:00,9,Lineup,Justin Jackson,RB,LAC,BN,RB,Graham,
2020-11-04 05:10:00,9,Lineup,Leonard Fournette,RB,TB,RB,BN,Graham,
2020-11-04 05:47:00,9,Lineup,Nyheim Hines,RB,IND,BN,RB,Liam via Mobile Device,
2020-11-04 05:47:00,9,Lineup,Jerry Jeudy,WR,DEN,WR,R/W/T,Liam via Mobile Device,
2020-11-04 05:47:00,9,Lineup,Tony Pollard,RB,DAL,RB,BN,Liam via Mobile Device,
2020-11-04 05:47:00,9,Lineup,Laviska Shenault Jr.,WR,JAX,R/W/T,WR,Liam via Mobile Device,
2020-11-04 05:47:00,9,Lineup,Green Bay Packers DEF,DEF,GB,BN,DEF,Liam via Mobile Device,
2020-11-04 11:13:00,9,Lineup,Will Fuller,WR,HOU,BN,WR,Nolan via Mobile Device,
2020-11-04 11:13:00,9,Lineup,Rashard Higgins,WR,CLE,WR,BN,Nolan via Mobile Device,
2020-11-04 21:17:00,9,Lineup,CeeDee Lamb,WR,DAL,BN,WR,Kevin via Mobile Device,
2020-11-04 21:17:00,9,Lineup,Brandon Aiyuk,WR,SF,BN,RES,Kevin via Mobile Device,
2020-11-04 21:17:00,9,Lineup,Brandon Aiyuk,WR,SF,WR,BN,Kevin via Mobile Device,
2020-11-05 10:15:00,9,Lineup,Jimmy Graham,TE,CHI,R/W/T,BN,f,
2020-11-05 10:15:00,9,Lineup,Noah Fant,TE,DEN,BN,R/W/T,f,
2020-11-05 10:15:00,9,Lineup,David Johnson,RB,HOU,BN,RB,f,
2020-11-05 10:15:00,9,Lineup,Keelan Cole,WR,JAX,BN,WR,f,
2020-11-05 10:15:00,9,Lineup,Tyler Boyd,WR,CIN,WR,BN,f,
2020-11-05 10:15:00,9,Lineup,Boston Scott,RB,PHI,RB,BN,f,
2020-11-05 10:16:00,9,Lineup,Jerick McKinnon,RB,SF,BN,RB,f,
2020-11-05 10:16:00,9,Lineup,Myles Gaskin,RB,MIA,RB,RES,f,
2020-11-05 10:17:00,9,Drop,Austin Hooper,TE,CLE,KaepernicksRevenge,Waivers,Jake,
2020-11-05 10:17:00,9,Drop,Jamaal Williams,RB,GB,Do it for George,Waivers,Jake,
2020-11-05 10:17:00,9,Lineup,J.D. McKissic,RB,WAS,BN,R/W/T,f,
2020-11-05 10:17:00,9,Lineup,Noah Fant,TE,DEN,R/W/T,BN,f,
2020-11-05 10:18:00,9,Add,Austin Hooper,TE,CLE,Free Agents,Do it for George,Jake,
2020-11-05 10:23:00,9,Drop,Tevin Coleman,RB,SF,KaepernicksRevenge,Waivers,Jake,
2020-11-05 10:26:00,9,Add,Tevin Coleman,RB,SF,Free Agents,KaepernicksRevenge,Jake,
2020-11-05 10:26:00,9,Lineup,Sterling Shepard,WR,NYG,RES,BN,Jake,
2020-11-05 10:26:00,9,Drop,Tevin Coleman,RB,SF,KaepernicksRevenge,Waivers,Jake,
2020-11-05 10:27:00,9,Add,Jamaal Williams,RB,GB,Free Agents,KaepernicksRevenge,Jake,
2020-11-05 10:27:00,9,Lineup,Jamaal Williams,RB,GB,BN,RES,Jake,
2020-11-05 10:27:00,9,Add,Tevin Coleman,RB,SF,Free Agents,KaepernicksRevenge,Jake,
2020-11-06 00:47:00,9,Add,Cole Beasley,WR,BUF,Waivers,ganggreen215,Kevin,1 pts
2020-11-06 16:52:00,9,Add,DeeJay Dallas,RB,SEA,Free Agents,Triple Crown,Nolan via Mobile Device,
2020-11-06 16:52:00,9,Drop,Russell Gage,WR,ATL,Triple Crown,Waivers,Nolan via Mobile Device,
2020-11-06 16:52:00,9,Lineup,Chris Carson,RB,SEA,R/W/T,BN,Nolan via Mobile Device,
2020-11-06 16:53:00,9,Lineup,DeeJay Dallas,RB,SEA,BN,R/W/T,Nolan via Mobile Device,
2020-11-07 08:00:00,9,Lineup,Nyheim Hines,RB,IND,RB,BN,Liam via Mobile Device,
2020-11-07 08:00:00,9,Lineup,Tony Pollard,RB,DAL,BN,RB,Liam via Mobile Device,
2020-11-07 19:57:00,9,Lineup,Michael Thomas,WR,NO,BN,WR,Jake via Mobile Device,
2020-11-07 19:57:00,9,Lineup,Travis Fulgham,WR,PHI,WR,BN,Jake via Mobile Device,
2020-11-07 19:57:00,9,Lineup,Hunter Henry,TE,LAC,BN,R/W/T,Jake via Mobile Device,
2020-11-07 19:57:00,9,Lineup,Mike Davis,RB,CAR,R/W/T,BN,Jake via Mobile Device,
2020-11-07 20:17:00,9,Lineup,Keenan Allen,WR,LAC,WR,BN,Matt,
2020-11-07 20:17:00,9,Lineup,Brandin Cooks,WR,HOU,BN,WR,Matt,
2020-11-08 05:31:00,9,Lineup,Christian Kirk,WR,ARI,WR,BN,Lucas,
2020-11-08 05:31:00,9,Lineup,John Brown,WR,BUF,BN,WR,Lucas,
2020-11-08 07:08:00,9,Lineup,Brandin Cooks,WR,HOU,WR,BN,Matt via Mobile Device,
2020-11-08 07:08:00,9,Lineup,Keenan Allen,WR,LAC,BN,WR,Matt via Mobile Device,
2020-11-08 09:03:00,9,Lineup,Jamison Crowder,WR,NYJ,BN,WR,Sam via Mobile Device,
2020-11-08 09:03:00,9,Lineup,Curtis Samuel,WR,CAR,WR,BN,Sam via Mobile Device,
2020-11-08 09:11:00,9,Add,Wayne Gallman,RB,NYG,Free Agents,The Wet Market Pangolins,Jake via Mobile Device,
2020-11-08 09:11:00,9,Drop,Los Angeles Chargers DEF,DEF,LAC,The Wet Market Pangolins,Waivers,Jake via Mobile Device,
2020-11-08 09:13:00,9,Lineup,Emmanuel Sanders,WR,NO,RES,BN,Liam via Mobile Device,
2020-11-08 09:13:00,9,Drop,Joshua Kelley,RB,LAC,Fantasy Football Team,Waivers,Liam via Mobile Device,
2020-11-08 12:39:00,9,Lineup,JuJu Smith-Schuster,WR,PIT,BN,WR,Jess via Mobile Device,
2020-11-08 12:39:00,9,Lineup,Hunter Renfrow,WR,LV,WR,BN,Jess via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Tony Pollard,RB,DAL,RB,BN,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Todd Gurley,RB,ATL,RB,BN,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Laviska Shenault Jr.,WR,JAX,WR,BN,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Corey Davis,WR,TEN,WR,BN,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Tee Higgins,WR,CIN,BN,WR,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Nyheim Hines,RB,IND,BN,RB,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Phillip Lindsay,RB,DEN,BN,RB,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Cooper Kupp,WR,LA,BN,WR,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Jarvis Landry,WR,CLE,BN,R/W/T,Liam via Mobile Device,
2020-11-10 06:19:00,10,Lineup,Jerry Jeudy,WR,DEN,R/W/T,BN,Liam via Mobile Device,
2020-11-10 06:20:00,10,Lineup,Jarvis Landry,WR,CLE,R/W/T,BN,Liam via Mobile Device,
2020-11-10 06:20:00,10,Lineup,Jerry Jeudy,WR,DEN,BN,R/W/T,Liam via Mobile Device,
2020-11-10 07:00:00,10,Lineup,Joe Mixon,RB,CIN,BN,RB,Matt,
2020-11-10 07:00:00,10,Lineup,Le'Veon Bell,RB,KC,RB,BN,Matt,
2020-11-10 07:25:00,10,Lineup,Chris Godwin,WR,TB,BN,WR,Lucas via Mobile Device,
2020-11-10 07:25:00,10,Lineup,Christian Kirk,WR,ARI,BN,WR,Lucas via Mobile Device,
2020-11-10 07:25:00,10,Lineup,John Brown,WR,BUF,WR,R/W/T,Lucas via Mobile Device,
2020-11-10 07:25:00,10,Lineup,Amari Cooper,WR,DAL,WR,BN,Lucas via Mobile Device,
2020-11-10 07:25:00,10,Lineup,Michael Gallup,WR,DAL,R/W/T,BN,Lucas via Mobile Device,
2020-11-10 07:53:00,10,Lineup,Jonathan Taylor,RB,IND,BN,R/W/T,Graham,
2020-11-10 07:53:00,10,Lineup,Tyreek Hill,WR,KC,WR,BN,Graham,
2020-11-10 07:53:00,10,Lineup,Mike Evans,WR,TB,R/W/T,WR,Graham,
2020-11-10 07:54:00,10,Lineup,Leonard Fournette,RB,TB,BN,R/W/T,Graham,
2020-11-10 07:54:00,10,Lineup,Justin Jackson,RB,LAC,RB,BN,Graham,
2020-11-10 07:54:00,10,Lineup,Jonathan Taylor,RB,IND,R/W/T,RB,Graham,
2020-11-10 08:22:00,10,Drop,JaMycal Hasty,RB,SF,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-11-10 08:27:00,10,Drop,Arizona Cardinals DEF,DEF,ARI,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-11-10 08:32:00,10,Lineup,Travis Fulgham,WR,PHI,BN,R/W/T,Jake via Mobile Device,
2020-11-10 08:32:00,10,Lineup,Hunter Henry,TE,LAC,R/W/T,BN,Jake via Mobile Device,
2020-11-10 08:32:00,10,Lineup,Miles Sanders,RB,PHI,BN,RB,Jake via Mobile Device,
2020-11-10 08:32:00,10,Lineup,Clyde Edwards-Helaire,RB,KC,RB,BN,Jake via Mobile Device,
2020-11-10 12:51:00,10,Lineup,Curtis Samuel,WR,CAR,BN,WR,Sam via Mobile Device,
2020-11-10 12:51:00,10,Lineup,Jamison Crowder,WR,NYJ,WR,BN,Sam via Mobile Device,
2020-11-10 12:51:00,10,Lineup,Robert Woods,WR,LA,BN,WR,Sam via Mobile Device,
2020-11-10 12:51:00,10,Lineup,Mecole Hardman,WR,KC,WR,BN,Sam via Mobile Device,
2020-11-10 12:51:00,10,Lineup,Antonio Gibson,RB,WAS,BN,R/W/T,Sam via Mobile Device,
2020-11-10 20:04:00,10,Lineup,CeeDee Lamb,WR,DAL,WR,BN,Kevin via Mobile Device,
2020-11-10 20:04:00,10,Drop,T.Y. Hilton,WR,IND,ganggreen215,Waivers,Kevin via Mobile Device,
2020-11-10 20:04:00,10,Lineup,Brandon Aiyuk,WR,SF,RES,BN,Kevin via Mobile Device,
2020-11-10 20:04:00,10,Lineup,Brandon Aiyuk,WR,SF,BN,WR,Kevin via Mobile Device,
2020-11-10 20:10:00,10,Lineup,Patrick Mahomes,QB,KC,QB,BN,Kevin via Mobile Device,
2020-11-10 20:10:00,10,Lineup,Tua Tagovailoa,QB,MIA,BN,QB,Kevin via Mobile Device,
2020-11-11 00:48:00,10,Drop,Washington Football Team DEF,DEF,WAS,Eatin W's,Waivers,Graham,
2020-11-11 00:48:00,10,Add,New Orleans Saints DEF,DEF,NO,Waivers,Eatin W's,Graham,0 pts
2020-11-11 00:48:00,10,Drop,New England Patriots DEF,DEF,NE,The Wet Market Pangolins,Waivers,Jake,
2020-11-11 00:48:00,10,Add,Miami Dolphins DEF,DEF,MIA,Waivers,The Wet Market Pangolins,Jake,2 pts
2020-11-11 00:48:00,10,Drop,Matt Breida,RB,MIA,Eatin W's,Waivers,Graham,
2020-11-11 00:48:00,10,Drop,Zane Gonzalez,K,ARI,Gronk's New Groove,Waivers,Sam,
2020-11-11 00:48:00,10,Drop,James White,RB,NE,Do it for George,Waivers,Matt,
2020-11-11 00:48:00,10,Add,Deebo Samuel,WR,SF,Waivers,Do it for George,Matt,4 pts
2020-11-11 00:48:00,10,Drop,Marquise Brown,WR,BAL,Do it for George,Waivers,Matt,
2020-11-11 00:48:00,10,Add,Joe Burrow,QB,CIN,Waivers,Do it for George,Matt,3 pts
2020-11-11 00:48:00,10,Drop,J.K. Dobbins,RB,BAL,Do it for George,Waivers,Matt,
2020-11-11 00:48:00,10,Add,Eric Ebron,TE,PIT,Waivers,Gronk's New Groove,Sam,3 pts
2020-11-11 00:48:00,10,Add,Tyler Bass,K,BUF,Waivers,Gronk's New Groove,Sam,0 pts
2020-11-11 00:48:00,10,Add,Brandon McManus,K,DEN,Waivers,Gronk's New Groove,Sam,0 pts
2020-11-11 00:48:00,10,Add,Zack Moss,RB,BUF,Waivers,Do it for George,Matt,7 pts
2020-11-11 00:48:00,10,Add,Jordan Reed,TE,SF,Waivers,Eatin W's,Graham,0 pts
2020-11-11 06:00:00,10,Lineup,Miami Dolphins DEF,DEF,MIA,BN,DEF,Jake via Mobile Device,
2020-11-11 07:25:00,10,Drop,Le'Veon Bell,RB,KC,Do it for George,Waivers,Matt,
2020-11-11 07:25:00,10,Add,Julian Edelman,WR,NE,Free Agents,Do it for George,Matt,
2020-11-11 07:26:00,10,Lineup,Julian Edelman,WR,NE,BN,RES,Matt,
2020-11-11 07:26:00,10,Lineup,Nick Chubb,RB,CLE,RES,RB,Matt,
2020-11-11 07:40:00,10,Lineup,Tyler Bass,K,BUF,BN,K,Sam via Mobile Device,
2020-11-11 07:43:00,10,Drop,Brandon McManus,K,DEN,Gronk's New Groove,Waivers,Sam via Mobile Device,
2020-11-11 07:43:00,10,Lineup,Philadelphia Eagles DEF,DEF,PHI,BN,DEF,Sam via Mobile Device,
2020-11-11 07:43:00,10,Add,Philadelphia Eagles DEF,DEF,PHI,Free Agents,Gronk's New Groove,Sam via Mobile Device,
2020-11-11 12:05:00,10,Lineup,Zack Moss,RB,BUF,BN,RB,Matt,
2020-11-11 12:05:00,10,Drop,Julian Edelman,WR,NE,Do it for George,Waivers,Matt,
2020-11-11 12:05:00,10,Lineup,Nick Chubb,RB,CLE,RB,RES,Matt,
2020-11-11 12:05:00,10,Add,Duke Johnson,RB,HOU,Free Agents,Do it for George,Matt,
2020-11-11 12:32:00,10,Lineup,Allen Robinson,WR,CHI,WR,R/W/T,Matt,
2020-11-11 12:32:00,10,Lineup,Brandin Cooks,WR,HOU,R/W/T,WR,Matt,
2020-11-11 12:32:00,10,Lineup,Antonio Brown,WR,TB,R/W/T,BN,Matt,
2020-11-11 12:32:00,10,Lineup,Brandin Cooks,WR,HOU,BN,R/W/T,Matt,
2020-11-12 07:10:00,10,Lineup,D'Andre Swift,RB,DET,R/W/T,BN,Sam via Mobile Device,
2020-11-12 07:10:00,10,Lineup,DeVante Parker,WR,MIA,WR,BN,Sam via Mobile Device,
2020-11-12 07:10:00,10,Lineup,Antonio Gibson,RB,WAS,BN,R/W/T,Sam via Mobile Device,
2020-11-12 07:10:00,10,Lineup,Curtis Samuel,WR,CAR,BN,WR,Sam via Mobile Device,
2020-11-12 07:10:00,10,Lineup,Rob Gronkowski,TE,TB,TE,BN,Sam via Mobile Device,
2020-11-12 07:10:00,10,Lineup,D'Andre Swift,RB,DET,BN,R/W/T,Sam via Mobile Device,
2020-11-12 07:10:00,10,Lineup,DeVante Parker,WR,MIA,BN,WR,Sam via Mobile Device,
2020-11-12 07:10:00,10,Lineup,Eric Ebron,TE,PIT,BN,TE,Sam via Mobile Device,
2020-11-12 07:10:00,10,Lineup,Curtis Samuel,WR,CAR,WR,BN,Sam via Mobile Device,
